Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
8220-OCUFY,Female,30,No,0,Perris,92571,34,-117,0,21,None,Yes,7,No,Yes,DSL,51,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60,1258,0,0,156,1414,Stayed,Not churned,unknown
8221-EQDGL,Male,27,Yes,0,Alleghany,95910,39,-121,4,35,None,Yes,25,No,Yes,DSL,30,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,61,2130,11,0,886,3006,Stayed,Not churned,unknown
8221-HVAYI,Male,60,Yes,0,Gustine,95322,37,-121,0,35,Offer C,Yes,5,Yes,Yes,Cable,20,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,69,2490,0,0,177,2667,Stayed,Not churned,unknown
8224-DWCKX,Male,78,No,0,Burlingame,94010,38,-122,0,12,None,Yes,43,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,73,828,0,0,521,1349,Stayed,Not churned,unknown
8224-IVVPA,Female,35,No,0,Caliente,93518,35,-119,0,27,None,Yes,25,No,Yes,DSL,9,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57,1653,0,0,681,2334,Stayed,Not churned,unknown
8224-KDLKN,Male,22,Yes,2,Sacramento,95825,39,-121,3,72,Offer A,Yes,19,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Bank Withdrawal,25,1739,0,0,1371,3110,Stayed,Not churned,unknown
8224-UAXBZ,Female,55,Yes,0,Sacramento,95827,39,-121,7,58,None,No,0,No internet service,Yes,DSL,29,Yes,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,45,2540,4,0,0,2536,Stayed,Not churned,unknown
8225-BTJAU,Male,75,No,0,Stinson Beach,94970,38,-123,0,10,Offer D,Yes,8,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79,794,0,0,75,869,Churned,Competitor,Competitor had better devices
8226-BXGES,Male,30,Yes,0,Gardena,90249,34,-118,5,64,Offer B,Yes,14,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,89,5693,0,0,883,6576,Stayed,Not churned,unknown
8229-BUJHX,Female,60,Yes,1,Chula Vista,91911,33,-117,8,71,None,Yes,11,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Bank Withdrawal,20,1501,0,0,790,2291,Stayed,Not churned,unknown
8229-MYEJZ,Female,44,No,0,Upland,91786,34,-118,0,10,Offer D,Yes,46,No,Yes,DSL,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51,498,0,0,456,954,Stayed,Not churned,unknown
8229-TNIQA,Female,36,No,0,Pasadena,91105,34,-118,0,4,Offer E,Yes,40,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45,197,0,0,160,357,Churned,Other,Don't know
8231-BSWXX,Male,44,No,0,Mojave,93501,35,-118,0,71,Offer A,Yes,41,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,79,5552,0,0,2935,8488,Stayed,Not churned,unknown
8232-CTLKO,Female,58,Yes,2,Ocotillo,92259,33,-116,9,66,Offer A,Yes,8,No,Yes,DSL,16,Yes,No,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,60,3997,0,0,554,4551,Stayed,Not churned,unknown
8232-UTFOZ,Male,24,No,0,Glendora,91740,34,-118,0,69,None,Yes,7,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,20,1399,0,0,495,1895,Stayed,Not churned,unknown
8234-GSZYK,Male,39,No,0,Albion,95410,39,-124,0,43,None,Yes,29,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Bank Withdrawal,26,1110,0,0,1243,2353,Stayed,Not churned,unknown
8237-ULIXL,Female,21,Yes,0,San Francisco,94116,38,-122,1,72,Offer A,Yes,13,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,25,1872,0,0,955,2827,Stayed,Not churned,unknown
8241-JUIQO,Female,24,No,0,Sunnyvale,94086,37,-122,0,61,Offer B,Yes,26,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,No,Bank Withdrawal,19,1336,0,0,1581,2917,Stayed,Not churned,unknown
8242-JSVBO,Male,22,No,0,Mountain Ranch,95246,38,-121,0,7,None,Yes,27,No,Yes,DSL,46,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45,322,0,0,187,510,Stayed,Not churned,unknown
8242-PDSGJ,Male,47,Yes,0,Chilcoot,96105,40,-120,1,70,None,No,0,No internet service,Yes,DSL,18,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,39,2693,0,0,0,2693,Stayed,Not churned,unknown
8242-SOQUO,Female,73,No,0,Oakland,94619,38,-122,0,5,Offer E,Yes,14,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,85,392,41,0,71,422,Stayed,Not churned,unknown
8245-UMPYT,Female,66,No,0,Lockwood,93932,36,-121,0,16,None,Yes,32,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96,1581,47,0,514,2048,Churned,Dissatisfaction,Poor expertise of phone support
8246-SHFGA,Male,24,No,0,Mount Shasta,96067,41,-122,0,17,None,Yes,34,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Credit Card,21,386,0,0,578,964,Stayed,Not churned,unknown
8249-THVEC,Male,38,Yes,3,Los Angeles,90041,34,-118,3,51,None,Yes,38,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,No,Credit Card,19,998,0,0,1919,2917,Stayed,Not churned,unknown
8250-ZNGGW,Female,79,No,0,Rio Vista,94571,38,-122,0,5,None,Yes,44,No,Yes,DSL,27,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,60,288,0,20,220,528,Stayed,Not churned,unknown
8257-RZAHR,Female,51,Yes,0,San Jose,95134,37,-122,1,14,Offer D,Yes,20,Yes,Yes,DSL,30,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65,941,0,0,286,1227,Churned,Competitor,Competitor offered more data
8258-GSTJK,Male,74,No,0,San Pedro,90732,34,-118,0,3,None,Yes,48,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77,238,0,0,145,383,Churned,Competitor,Competitor had better devices
8259-DZLIZ,Female,53,Yes,2,Delhi,95315,37,-121,10,64,Offer B,Yes,17,Yes,Yes,DSL,25,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,54,3400,0,0,1092,4492,Stayed,Not churned,unknown
8259-NFJTV,Female,37,Yes,1,Flournoy,96029,40,-123,8,7,None,No,0,No internet service,Yes,Cable,17,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,35,247,0,0,0,247,Stayed,Not churned,unknown
8260-NGFNY,Female,29,No,0,Phelan,92371,34,-118,0,1,None,No,0,No internet service,Yes,DSL,73,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Mailed Check,25,25,0,0,0,25,Churned,Other,Don't know
8261-GWDBQ,Female,70,Yes,0,Corona,92880,34,-118,1,60,None,Yes,4,Yes,Yes,Fiber Optic,11,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,116,6926,0,0,244,7170,Stayed,Not churned,unknown
8262-COGGB,Male,53,No,0,Visalia,93277,36,-119,0,1,None,Yes,12,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,Yes,Mailed Check,20,20,0,0,12,32,Joined,Not churned,unknown
8263-JQAIK,Male,66,No,0,Palmdale,93591,35,-118,0,2,None,No,0,No internet service,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24,48,0,0,0,48,Churned,Competitor,Competitor offered more data
8263-OKETD,Female,44,No,0,Caruthers,93609,37,-120,0,20,None,Yes,23,Yes,Yes,Cable,11,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69,1370,0,0,455,1825,Stayed,Not churned,unknown
8263-QMNTJ,Male,46,Yes,0,San Francisco,94104,38,-122,2,72,Offer A,Yes,48,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116,8425,0,0,3443,11868,Stayed,Not churned,unknown
8265-HKSOW,Female,35,Yes,2,Occidental,95465,38,-123,1,72,None,Yes,18,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,107,7658,0,0,1288,8946,Stayed,Not churned,unknown
8266-VBFQL,Male,55,No,0,Jamul,91935,33,-117,0,4,None,Yes,32,No,Yes,Fiber Optic,4,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90,357,0,0,128,484,Stayed,Not churned,unknown
8267-KFGYD,Male,53,No,1,Alhambra,91803,34,-118,0,1,None,Yes,10,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,Yes,Mailed Check,21,21,0,0,10,31,Joined,Not churned,unknown
8267-ZNYVZ,Female,47,Yes,0,Spring Valley,91977,33,-117,1,33,None,Yes,16,No,Yes,Fiber Optic,24,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,104,3361,0,100,517,3978,Churned,Attitude,Attitude of service provider
8268-YDIXR,Male,45,Yes,0,Merced,95348,37,-121,1,56,Offer B,Yes,40,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,93,5254,0,0,2258,7512,Stayed,Not churned,unknown
8270-RKSAP,Male,30,No,0,Anaheim,92801,34,-118,0,9,Offer E,Yes,41,No,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,598,0,0,366,964,Stayed,Not churned,unknown
8272-ONJLV,Male,57,No,0,San Diego,92123,33,-117,0,12,Offer D,Yes,49,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,96,1184,0,0,588,1772,Stayed,Not churned,unknown
8276-MQBYC,Male,70,No,0,Los Angeles,90028,34,-118,0,51,Offer B,Yes,19,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98,4913,0,0,994,5907,Churned,Price,Long distance charges
8277-RVRSV,Female,22,Yes,1,Danville,94506,38,-122,3,33,Offer C,Yes,2,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,No,Credit Card,24,800,0,0,56,857,Stayed,Not churned,unknown
8280-MQRQN,Female,39,No,0,Arnold,95223,38,-120,0,1,Offer E,Yes,24,No,Yes,Cable,17,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50,50,0,0,24,74,Churned,Dissatisfaction,Network reliability
8285-ABVLB,Female,34,Yes,0,Santa Barbara,93103,34,-120,0,70,None,Yes,41,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,20,1328,33,0,2864,4159,Stayed,Not churned,unknown
8286-AFUYI,Male,33,No,0,Glendale,91203,34,-118,0,1,Offer E,Yes,46,No,Yes,DSL,25,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48,48,0,0,46,94,Joined,Not churned,unknown
8290-YWKHZ,Female,69,Yes,0,Fallbrook,92028,33,-117,1,32,None,Yes,34,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93,2931,18,0,1080,3993,Churned,Competitor,Competitor made better offer
8292-FRFZQ,Female,19,No,0,Malibu,90263,34,-119,0,39,Offer C,No,0,No internet service,Yes,DSL,73,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,41,1701,0,0,0,1701,Stayed,Not churned,unknown
8292-ITGYJ,Female,48,Yes,1,Campo Seco,95226,38,-121,7,45,Offer B,Yes,20,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,Yes,Bank Withdrawal,25,1139,0,0,905,2044,Stayed,Not churned,unknown
8292-TYSPY,Male,55,No,0,Los Angeles,90048,34,-118,0,19,Offer D,Yes,4,No,Yes,Cable,23,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,55,1046,0,30,82,1158,Churned,Competitor,Competitor offered more data
8294-UIMBA,Female,64,No,0,Northridge,91325,34,-119,0,30,None,Yes,3,No,Yes,Fiber Optic,27,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94,2638,0,0,80,2718,Stayed,Not churned,unknown
8295-FHIVV,Male,63,No,0,Paicines,95043,37,-121,0,7,None,Yes,9,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,Yes,Credit Card,19,169,0,0,64,233,Stayed,Not churned,unknown
8295-KMENE,Female,33,Yes,1,Newhall,91321,34,-119,0,59,None,Yes,13,Yes,Yes,DSL,15,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,76,4520,30,0,783,5272,Stayed,Not churned,unknown
8305-VHZBZ,Male,55,No,0,San Diego,92154,33,-117,0,1,None,Yes,13,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,Yes,Mailed Check,20,20,0,0,13,33,Churned,Price,Long distance charges
8309-IEYJD,Female,73,No,0,Indian Wells,92210,34,-116,0,1,Offer E,Yes,33,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,71,71,0,30,33,133,Joined,Not churned,unknown
8309-PPCED,Female,33,Yes,0,Nipomo,93444,35,-120,1,72,None,Yes,46,Yes,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110,7982,0,0,3329,11311,Stayed,Not churned,unknown
8311-UEUAB,Female,24,Yes,0,Rialto,92376,34,-117,5,67,Offer A,Yes,1,Yes,Yes,DSL,82,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,76,5229,0,0,91,5321,Stayed,Not churned,unknown
8313-AFGBW,Male,55,Yes,0,Los Angeles,90008,34,-118,10,47,Offer B,Yes,14,No,Yes,DSL,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,74,3523,0,0,665,4187,Stayed,Not churned,unknown
8313-KTIHG,Male,54,No,0,Thousand Palms,92276,34,-116,0,4,None,Yes,38,No,Yes,DSL,2,No,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,61,249,0,10,151,410,Stayed,Not churned,unknown
8313-NDOIA,Female,48,No,0,Green Valley Lake,92341,34,-117,0,24,None,Yes,39,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104,2495,0,40,931,3466,Stayed,Not churned,unknown
8314-DPQHL,Male,61,No,0,Auberry,93602,37,-119,0,9,None,No,0,No internet service,Yes,DSL,14,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Mailed Check,51,464,0,0,0,464,Stayed,Not churned,unknown
8314-HTWVE,Female,38,Yes,1,Cypress,90630,34,-118,2,7,Offer E,Yes,35,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,20,144,0,0,247,391,Stayed,Not churned,unknown
8316-BBQAY,Female,45,No,0,Redwood City,94063,37,-122,0,65,None,No,0,No internet service,Yes,Cable,22,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,60,3921,0,0,0,3921,Stayed,Not churned,unknown
8317-BVKSO,Male,27,No,0,Termo,96132,41,-121,0,14,None,Yes,9,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,Yes,Bank Withdrawal,20,299,0,0,129,428,Stayed,Not churned,unknown
8318-LCNBW,Male,53,Yes,0,San Luis Obispo,93405,35,-121,5,35,None,No,0,No internet service,Yes,DSL,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,53,1931,0,0,0,1931,Stayed,Not churned,unknown
8319-QBEHW,Male,32,No,3,San Jose,95134,37,-122,0,26,None,No,0,No internet service,Yes,Cable,58,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,40,1024,0,0,0,1024,Stayed,Not churned,unknown
8325-QRPZR,Female,56,No,0,Benicia,94510,38,-122,0,7,None,Yes,30,No,Yes,Fiber Optic,10,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75,525,0,10,210,745,Stayed,Not churned,unknown
8327-LZKAS,Female,80,Yes,0,Pomona,91767,34,-118,1,43,None,Yes,14,Yes,Yes,Cable,18,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,108,4534,0,140,595,5269,Churned,Dissatisfaction,Service dissatisfaction
8327-WKMIE,Male,36,No,0,Le Grand,95333,37,-120,0,37,None,Yes,34,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,No,Credit Card,20,786,0,0,1272,2057,Stayed,Not churned,unknown
8328-SKJNO,Male,61,No,1,Seeley,92273,33,-116,0,23,None,No,0,No internet service,Yes,DSL,19,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,41,947,0,0,0,947,Stayed,Not churned,unknown
8329-GWVPJ,Female,39,Yes,3,Berkeley,94708,38,-122,8,50,Offer B,Yes,10,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,3558,0,0,510,4068,Stayed,Not churned,unknown
8329-IBCTI,Female,50,No,0,Cotati,94931,38,-123,0,1,Offer E,Yes,6,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Mailed Check,20,20,0,0,6,26,Churned,Competitor,Competitor made better offer
8329-UTMVM,Male,76,No,0,Bakersfield,93313,35,-119,0,27,Offer C,Yes,34,Yes,Yes,Fiber Optic,19,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,105,2964,0,0,929,3893,Stayed,Not churned,unknown
8331-ZXFOE,Female,56,No,0,Santa Clara,95054,37,-122,0,58,None,Yes,42,Yes,Yes,Cable,7,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,71,4299,0,0,2455,6754,Stayed,Not churned,unknown
8332-OSJDW,Male,54,Yes,0,Los Angeles,90038,34,-118,5,12,None,Yes,45,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,No,Mailed Check,26,315,0,0,542,857,Stayed,Not churned,unknown
8336-TAVKX,Female,68,Yes,0,Berry Creek,95916,40,-121,10,72,None,Yes,16,Yes,Yes,DSL,13,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78,5682,0,0,1139,6821,Stayed,Not churned,unknown
8337-MSSXB,Female,64,No,0,Trabuco Canyon,92679,34,-118,0,14,None,Yes,29,No,Yes,Fiber Optic,26,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86,1181,0,10,410,1601,Churned,Attitude,Attitude of service provider
8337-UPOAQ,Male,71,Yes,0,Wrightwood,92397,34,-118,0,10,None,Yes,17,Yes,Yes,Fiber Optic,24,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90,914,0,0,169,1083,Churned,Competitor,Competitor made better offer
8338-QIUNR,Male,23,Yes,0,Bakersfield,93304,35,-119,8,72,None,Yes,6,Yes,Yes,DSL,41,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,66,4812,46,0,438,5204,Stayed,Not churned,unknown
8344-WFMFH,Male,34,No,2,Los Angeles,90008,34,-118,0,9,Offer E,Yes,28,No,Yes,Cable,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50,484,0,0,249,733,Stayed,Not churned,unknown
8345-MVDYC,Female,57,No,0,Gardena,90248,34,-118,0,45,Offer B,Yes,37,No,Yes,DSL,30,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,82,3619,0,0,1683,5301,Stayed,Not churned,unknown
8347-GDTMP,Female,25,Yes,0,Ripon,95366,38,-121,4,64,None,Yes,15,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,19,1226,0,0,946,2172,Stayed,Not churned,unknown
8348-HFYIV,Male,21,No,0,Oakland,94601,38,-122,0,2,Offer E,No,0,No internet service,Yes,DSL,51,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49,90,0,0,0,90,Churned,Dissatisfaction,Limited range of services
8348-JLBUG,Male,77,Yes,0,North San Juan,95960,39,-121,5,64,None,Yes,15,No,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,80,5018,0,0,952,5969,Stayed,Not churned,unknown
8350-NYMVI,Female,35,No,0,Chico,95973,40,-122,0,39,None,No,0,No internet service,Yes,DSL,8,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,41,1597,0,0,0,1597,Stayed,Not churned,unknown
8356-WUAOJ,Female,25,Yes,0,Glendale,91205,34,-118,7,1,Offer E,Yes,41,No,Yes,DSL,52,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45,45,0,10,41,96,Joined,Not churned,unknown
8357-EQXFO,Female,46,No,0,Union City,94587,38,-122,0,7,Offer E,Yes,48,No,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95,661,34,0,339,965,Churned,Competitor,Competitor made better offer
8361-LBRDI,Female,31,No,0,Saint Helena,94574,39,-122,0,58,Offer B,Yes,39,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,24,1424,0,0,2240,3664,Stayed,Not churned,unknown
8361-LTMKD,Male,75,Yes,0,Fallbrook,92028,33,-117,0,4,None,Yes,11,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74,307,0,20,42,369,Churned,Competitor,Competitor made better offer
8364-TRMMK,Female,51,No,0,San Jose,95132,37,-122,0,3,Offer E,Yes,23,Yes,Yes,Cable,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,51,151,0,0,68,219,Churned,Dissatisfaction,Lack of self-service on Website
8372-JUXUI,Male,32,No,0,San Bernardino,92410,34,-117,0,1,None,Yes,14,Yes,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74,74,0,0,14,88,Churned,Competitor,Competitor had better devices
8374-UULRV,Male,22,No,0,Carmel By The Sea,93921,37,-122,0,72,None,Yes,48,Yes,Yes,DSL,71,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,86,6310,0,20,3482,9812,Stayed,Not churned,unknown
8374-XGEJJ,Male,68,Yes,0,Temecula,92590,33,-117,8,43,Offer B,Yes,31,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,101,4388,0,150,1344,5882,Churned,Dissatisfaction,Product dissatisfaction
8375-DKEBR,Female,72,No,0,Hermosa Beach,90254,34,-118,0,1,Offer E,Yes,35,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,70,0,0,35,104,Churned,Competitor,Competitor had better devices
8375-KVTHK,Male,43,Yes,0,Fort Bragg,95437,39,-124,1,68,None,Yes,50,No,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100,6754,0,90,3367,10211,Stayed,Not churned,unknown
8378-LKJAF,Male,34,Yes,1,Santa Ana,92704,34,-118,9,38,None,Yes,24,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,101,3957,0,0,920,4877,Stayed,Not churned,unknown
8380-MQINP,Female,62,Yes,1,Los Angeles,90035,34,-118,3,55,None,Yes,3,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,20,1079,0,0,175,1254,Stayed,Not churned,unknown
8380-PEFPE,Male,60,No,0,Avalon,90704,33,-118,0,1,None,Yes,18,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72,72,0,0,18,89,Churned,Competitor,Competitor had better devices
8382-SHQEH,Female,58,Yes,0,Rancho Cucamonga,91739,34,-118,1,8,None,Yes,29,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,765,0,0,232,997,Churned,Price,Long distance charges
8383-SGHJU,Female,41,No,0,Lake Arrowhead,92352,34,-117,0,33,None,Yes,10,Yes,Yes,Cable,7,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,59,1953,0,0,339,2292,Stayed,Not churned,unknown
8384-FZBJK,Female,37,Yes,3,San Mateo,94404,38,-122,1,57,None,Yes,32,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101,5612,0,0,1845,7457,Stayed,Not churned,unknown
